"seq","datelastmodified","institutioncode","collectioncode","catalognumber","basisofrecord","kingdom","phylum","class","ordem","family","genus","species","subspecies","scientificname","scientificnameauthor","identifiedby","yearidentified","monthidentified","dayidentified","typestatus","collector","collectornumber","fieldnumber","yearcollected","monthcollected","daycollected","julianday","timeofday","continentocean","country","stateprovince","county","locality","longitude","latitude","coordinateprecision","boundingbox","minimumelevation","maximumelevation","minimumdepth","maximumdepth","sex","preparationtype","individualcount","previouscatalognumber","relationshiptype","relatedcatalogitem","notes","barcode","geoflag"
136,2019-08-20 13:28:33,"UNICAMP","UEC","52146","S","Plantae","Pteridophyta",NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.","Windisch, PG",NA,NA,NA,NA,"Simabukuro, EA","13",NA,1989,"07","12",NA,NA,NA,"Brazil","São Paulo","Mogi Guaçu","Reserva Biologica de Mogi Guaçu",-46.9421997070312,-22.372200012207,39309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Terrestre.; Mata ciliar.","UEC060478","auto"
137,2019-08-20 13:28:33,"UNICAMP","UEC","37091","S","Plantae","Pteridophyta",NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.","Windisch, PG",NA,NA,NA,NA,"Klein, A","43",NA,NA,NA,NA,NA,NA,NA,"Brazil","São Paulo","Mogi Guaçu","Reserva Biologica de Mogi Guaçu",-46.9421997070312,-22.372200012207,39309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Terrestre.; Cerrado de Campininha, parte úmida.","UEC060474","auto"
138,2019-08-20 13:28:33,"UNICAMP","UEC","52145","S","Plantae","Pteridophyta",NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.","Windisch, PG",NA,NA,NA,NA,"Simabukuro, EA","35",NA,1989,"10","11",NA,NA,NA,"Brazil","São Paulo","Mogi Guaçu","Reserva Biologica de Mogi Guaçu",-46.9421997070312,-22.372200012207,39309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Terrestre.; Mata ciliar.","UEC060476","auto"
139,2019-08-20 13:28:33,"UNICAMP","UEC","56587","S","Plantae","Pteridophyta",NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.","Salino, A",1989,"11","27",NA,"Dombrowski, LD; Scherer, GC","12150",NA,1980,"11","17",NA,NA,NA,"Brazil","Paraná","Morretes","Alto da Serra do mar.",-48.834400177002,-25.476900100708,30514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Epífita. Frequente.","UEC060475","auto"
140,2019-08-20 13:28:33,"UNICAMP","UEC","61684","S","Plantae","Pteridophyta",NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.","Salino, A",1997,"03",NA,NA,"Britez, RM","1453",NA,1987,"04","25",NA,NA,NA,"Brazil","Paraná","Paranaguá","Ilha do Mel, Reserva ecológica.",-48.5092010498047,-25.5200004577637,24916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Erva terrestre frequente.; Coletada em local sombrio. No interior da planície costeira.","UEC060473","auto"
141,2019-03-11 14:38:22,"UFRPE","PEUFR","41586","S","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.","A. Santiago",NA,NA,NA,NA,"A. Santiago; A.M. Santos; A.V. Leite","254",NA,2000,"09","26",NA,NA,NA,"Brasil","Pernambuco","Bonito","Mata da Colônia",-35.715556,-8.503889,NA,NA,800,800,NA,NA,NA,NA,NA,NA,NA,NA,"Terrestre, interior de mata em local sombreado","PEUFR041586",NA
142,2019-03-11 14:38:22,"UFRPE","PEUFR","8268","S","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.","Windisch",1968,NA,NA,NA,"I. Pontual","1755",NA,1980,"10","02",NA,NA,NA,"Brasil","Pernambuco","Quipapá","Engenho Brejinho",-36.0116996765137,-8.82777976989746,11788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PEUFR008268","auto"
143,2019-03-11 14:38:22,"UFRPE","PEUFR","8251","S","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.","Windisch",1986,NA,NA,NA,"I. Pontual",NA,NA,1971,"04","20",NA,NA,NA,"Brasil","Alagoas","União dos Palmares","Faz. Santo Antônio",-36.0318984985352,-9.16277980804443,22346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PEUFR008251","auto"
144,2019-10-01 07:00:06,"MNHN","MNHN_P_PC_BR","P01476010","S","Plantae",NA,NA,NA,"Pteridophyta","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.",NA,NA,NA,NA,NA,"Saint-Hilaire, A.","B1 1217",NA,1816,NA,NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,"P01476010","Lecta in quâdam spelunca","P01476010",NA
145,2019-10-01 07:00:06,"MNHN","MNHN_P_PC_BR","P01476011","S","Plantae",NA,NA,NA,"Pteridophyta","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.",NA,NA,NA,NA,NA,"Saint-Hilaire, A.","B1 1217",NA,1816,NA,NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,"Lecta in quâdam spelunca","P01476011",NA
146,2019-09-30 14:01:34,"UFRRJ","RBR","14480","S","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.",NA,NA,NA,NA,NA,"Windisch, PG","7693",NA,1994,"12","27",NA,NA,NA,"Brasil","Mato Grosso","Ciaba","Complexo da Chapada do Guimarães, Grota de Cachoeira do Véu da Noiva. 15°30}S, 55°45}W.",NA,NA,NA,NA,650,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RBR00014480",NA
147,2019-07-17 17:37:36,"UFRRJ","RBR","27143","S","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.",NA,NA,NA,NA,NA,"Krieger, PL","8383",NA,1970,"05","12",NA,NA,NA,"Brasil","Minas Gerais","Ibitipoca","Serra do Ibitipoca.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RBR00027143",NA
148,2019-07-17 17:37:36,"UFRRJ","RBR","27144","S","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.",NA,NA,NA,NA,NA,"Krieger, PL","21254",NA,1986,"07","10",NA,NA,NA,"Brasil","Minas Gerais","Ibitipoca","Parque Estadual do Ibitipoca.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RBR00027144",NA
149,2019-07-17 17:37:36,"UFRRJ","RBR","27145","S","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.",NA,NA,NA,NA,NA,"Krieger, PL","21253",NA,1986,"07","10",NA,NA,NA,"Brasil","Minas Gerais","Ibitipoca","Parque Estadual do Ibitipoca.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RBR00027145",NA
150,2019-07-17 17:40:46,"UFRRJ","RBR","27147","S","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.",NA,NA,NA,NA,NA,"Krieger, PL","13358",NA,1974,"07","26",NA,NA,NA,"Brasil","Rio de Janeiro","Guaratiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RBR00027147",NA
151,2019-07-17 17:37:36,"UFRRJ","RBR","27148","S","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.",NA,NA,NA,NA,NA,"Krieger, PL","14336",NA,NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Ibitipoca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RBR00027148",NA
152,2019-07-17 17:37:36,"UFRRJ","RBR","27167","S","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.",NA,NA,NA,NA,NA,"Novelino, RF","982",NA,1993,"05","01",NA,NA,NA,"Brasil","Minas Gerais","Ibitipoca","Parque Floretal Estadual de Ibitipoca. No caminho do centro de Estudos para o camping.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RBR00027167",NA
153,2019-07-17 17:37:36,"UFRRJ","RBR","27174","S","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.",NA,NA,NA,NA,NA,"Krieger, PL","9316",NA,1970,"09","28",NA,NA,NA,"Brasil","Minas Gerais","Ibitipoca","Serra de Ibitipoca.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RBR00027174",NA
154,2019-07-17 17:37:36,"UFRRJ","RBR","27175","S","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.",NA,NA,NA,NA,NA,"Krieger, L","13178",NA,1973,"11","02",NA,NA,NA,"Brasil","Minas Gerais","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RBR00027175",NA
155,2019-07-17 17:37:36,"UFRRJ","RBR","27176","S","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.",NA,NA,NA,NA,NA,"Pires, FRS","s.n.",NA,1994,"06","18",NA,NA,NA,"Brasil","Minas Gerais","Ibitipoca","Parque Florestal Estadual do Ibitipoca.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RBR00027176",NA
156,2019-07-17 17:37:36,"UFRRJ","RBR","28952","S","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.",NA,NA,NA,NA,NA,"Schiavini, I","s.n.",NA,1993,"03","23",NA,NA,NA,"Brasil","Minas Gerais","Araguari",NA,-48.187198638916,-18.6471996307373,58653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RBR00028952","auto"
157,2019-07-17 17:37:36,"UFRRJ","RBR","27146","S","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.",NA,NA,NA,NA,NA,"Roth, PL","14651",NA,1950,"01","18",NA,NA,NA,"Brasil","Minas Gerais","Bom Sucesso",NA,-44.7580986022949,-21.0331001281738,22016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RBR00027146","auto"
158,2019-07-17 17:37:36,"UFRRJ","RBR","27197","S","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.",NA,NA,NA,NA,NA,"Nonato, FR","352",NA,1997,"07","12",NA,NA,NA,"Brasil","Minas Gerais","Marmelópolis",NA,-45.1652984619141,-22.4491996765137,8983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RBR00027197","auto"
159,2019-07-17 17:37:36,"UFRRJ","RBR","27196","S","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.",NA,NA,NA,NA,NA,"Nonato, FR","381",NA,1997,"07","13",NA,NA,NA,"Brasil","São Paulo","Cunha",NA,-44.9599990844727,-23.0699996948242,38855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RBR00027196","auto"
160,2019-07-05 17:35:58,"UFRRJ","RBR","10798","S","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.",NA,NA,NA,NA,NA,"Sylvestre, LS; Clark, L; Sarahyba, LSP; Morel, M","s.n.",NA,1991,"02","15",NA,NA,NA,"Brasil","Rio de Janeiro","Nova Friburgo","Estrada para o Pico da Caledônea.",-42.5311012268066,-22.2819004058838,33190,NA,1100,1100,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RBR00010798","auto"
161,2019-07-17 17:37:36,"UFRRJ","RBR","27161","S","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.",NA,NA,NA,NA,NA,"Krieger, PL","24338",NA,1989,"03","27",NA,NA,NA,"Brasil","Minas Gerais","Lima Duarte","Olaria.",-43.793098449707,-21.8425006866455,30417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RBR00027161","auto"
162,2019-07-05 17:35:58,"UFRRJ","RBR","12094","S","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.",NA,NA,NA,NA,NA,"Dittrich, VAO; Mantovani, A","1145",NA,2002,"04","05",NA,NA,NA,"Brasil","São Paulo","Campos do Jordão","Parque Estadual de Campos do Jordão, trilha do Rio Sapucaí.",-45.5900001525879,-22.7299995422363,21048,NA,1200,1200,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RBR00012094","auto"
163,2019-07-05 17:35:59,"UFRRJ","RBR","4611","S","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.",NA,NA,NA,NA,NA,"Valente, GE; Silva, AF","539",NA,2000,"07","08",NA,NA,NA,"Brasil","Minas Gerais","Araponga","Parque Estadual do Ibitipoca. Mata nebulosa na beira da trilha de acessoà Lagoa Seca.",-42.5208015441895,-20.6667003631592,16385,NA,2600,2600,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RBR00004611","auto"
164,2019-07-05 17:35:58,"UFRRJ","RBR","12093","S","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.",NA,NA,NA,NA,NA,"Dittrich, VAO","1137",NA,2002,"04","03",NA,NA,NA,"Brasil","Minas Gerais","Marmelópolis","Picada para o Pico dos Marins.",-45.1652984619141,-22.4491996765137,8983,NA,1600,1600,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RBR00012093","auto"
165,2019-07-05 17:35:58,"UFRRJ","RBR","18660","S","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.",NA,NA,NA,NA,NA,"Harley, RM","24549",NA,1987,"02","21",NA,NA,NA,"Brasil","Bahia","Rio de Contas","Pico das Almas",-41.8114013671875,-13.5789003372192,49773,NA,1400,1400,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RBR00018660","auto"
166,2019-07-05 17:35:59,"UFRRJ","RBR","4151","S","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.",NA,NA,NA,NA,NA,"Sylvestre, LS","1326",NA,1997,"08","05",NA,NA,NA,"Brasil","Ceará","Guaramiranga","Serra do Baturité",-38.9331016540527,-4.26332998275757,13198,NA,1115,1115,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RBR00004151","auto"
167,2019-07-11 13:50:45,"MBM","MBM","282428","S","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.",NA,NA,NA,NA,NA,"Britez, RM","1453",NA,1986,"03","22",NA,NA,"Southern America","Brazil","Paraná","Paranaguá","Ilha do Mel",-48.5092010498047,-25.5200004577637,24916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM282428","auto"
168,2019-07-11 13:50:45,"MBM","MBM","257021","S","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.","Smith, AR",NA,NA,NA,NA,"Ribas, OS","3424",NA,2001,"03","09",NA,NA,"Southern America","Brazil","Santa Catarina","Araquari","Barra do Sul, arredores",-48.7221984863281,-26.3700008392334,25329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM257021","auto"
169,2019-07-11 13:50:45,"MBM","MBM","110245","S","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.","Smith, AR",NA,NA,NA,NA,"Kummrow, R","2800",NA,1986,"09","09",NA,NA,"Southern America","Brazil","Paraná","Campo Largo","Ferraria",-49.5283012390137,-25.4585990905762,53742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM110245","auto"
170,2019-07-11 13:50:45,"MBM","MBM","4700","S","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.","Sehnem, A",NA,NA,NA,NA,"Tessmann, G","s.n.",NA,NA,NA,NA,NA,NA,"Southern America","Brazil","Paraná","Paranaguá","Ilha do Mel",-48.5092010498047,-25.5200004577637,24916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM004700","auto"
171,2019-07-11 13:50:45,"MBM","MBM","16142","S","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.","Sehnem, A",NA,NA,NA,NA,"Hatschbach, G","25660",NA,1970,"11","27",NA,NA,"Southern America","Brazil","Paraná","Paranaguá","Ilha do Mel",-48.5092010498047,-25.5200004577637,24916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM016142","auto"
172,2019-07-11 13:50:45,"MBM","MBM","235978","S","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.","Sylvestre, L",NA,NA,NA,NA,"Hatschbach, G","69085",NA,1999,"05","16",NA,NA,"Southern America","Brazil","Espírito Santo","Alfredo Chaves","Estrada São Bento de Urânia - Alfredo Chaves",-40.749698638916,-20.6350002288818,32447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM235978","auto"
173,2019-07-11 13:50:45,"MBM","MBM","393684","S","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.","Canestraro, BK",2014,NA,NA,NA,"Canestraro, BK","429",NA,2012,"09","21",NA,NA,"Southern America","Brazil","Paraná","Cruz Machado","Fazenda",-51.3466987609863,-26.0174999237061,52323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Epífita em árvore caída.; Floresta Ombrófila Mista, interior de capão.","MBM393684","auto"
174,2019-07-11 13:50:45,"MBM","MBM","237836","S","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.","Sylvestre, L",NA,NA,NA,NA,"Dombrowski, LT","12984",NA,1982,"11",NA,NA,NA,"Southern America","Brazil","Paraná","Morretes","Morretes",-48.834400177002,-25.476900100708,30514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM237836","auto"
175,2019-07-11 13:50:45,"MBM","MBM","414734","S","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.","Barboza, E",2018,"09","20",NA,"Barboza, E","4768",NA,2018,"09","09",NA,NA,"Southern America","Brazil","Minas Gerais","Tiradentes","Serra de São José, trilha do Carteiro",-44.166111,-21.085,NA,NA,1140,1140,NA,NA,NA,NA,NA,NA,NA,NA,"Erva terrícola; soros marrons.; Na borda da mata com o campo.","MBM414734",NA
176,2019-07-11 13:50:45,"MBM","MBM","187650","S","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.","Sehnem, A",NA,NA,NA,NA,"Bresolin, A","306",NA,1971,"08","11",NA,NA,"Southern America","Brazil","Santa Catarina","Itapoá","Reserva Volta Velha",-48.6161003112793,-26.1168994903564,18121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM187650","auto"
177,2019-07-11 13:50:45,"MBM","MBM","261280","S","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.","Labiak, P",NA,NA,NA,NA,"Silva, JM","3392",NA,2001,"08","18",NA,NA,"Southern America","Brazil","Paraná","Campina Grande do Sul","Serra do Ibitiraquire, trilha para o Pico do Paraná, trilha para o Pico do Paraná",-49.0553016662598,-25.3055992126465,55154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM261280","auto"
178,2019-07-11 13:50:45,"MBM","MBM","65582","S","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.","Kramer, KU",NA,NA,NA,NA,"Silca, AC","81",NA,1978,"02","24",NA,NA,"Southern America","Brazil","São Paulo","Cananéia","Ilha do Cardoso",-47.9199981689453,-25.0100002288818,37574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM065582","auto"
179,2019-07-11 13:50:45,"MBM","MBM","3472","S","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.","Sehnem, A",NA,NA,NA,NA,"Hatschbach, G","16796",NA,1967,"07","25",NA,NA,"Southern America","Brazil","Paraná","Paranaguá","Colônia Pereira",-48.5092010498047,-25.5200004577637,24916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM003472","auto"
180,2019-07-11 13:50:45,"MBM","MBM","21381","S","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.","Sehnem, A",NA,NA,NA,NA,"Hatschbach, G","8028",NA,1961,"05","18",NA,NA,"Southern America","Brazil","Paraná","Paranaguá","Encruzilhada",-48.5092010498047,-25.5200004577637,24916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM021381","auto"
181,2019-07-11 13:50:45,"MBM","MBM","282425","S","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.","Dombrowski, LT",NA,NA,NA,NA,"Dombrowski, LT","11466",NA,1980,"07",NA,NA,NA,"Southern America","Brazil","Paraná","Paranaguá","Guaraguaçu",-48.5092010498047,-25.5200004577637,24916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM282425","auto"
182,2019-07-11 13:50:45,"MBM","MBM","282430","S","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.","Brade, AC",NA,NA,NA,NA,"Tessmann, G","2621",NA,1947,"11","07",NA,NA,"Southern America","Brazil","Paraná","Paranaguá","Ilha do Mel",-48.5092010498047,-25.5200004577637,24916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM282430","auto"
183,2019-07-11 13:50:45,"MBM","MBM","68992","S","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.","Salino, A",NA,NA,NA,NA,"Tessmann, G","989",NA,1953,"04","21",NA,NA,"Southern America","Brazil","Paraná","Paranaguá","Ilha do Mel",-48.5092010498047,-25.5200004577637,24916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM068992","auto"
184,2019-07-11 13:50:45,"MBM","MBM","282429","S","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.",NA,NA,NA,NA,NA,"Britez, RM","s.n.",NA,1986,"03","22",NA,NA,"Southern America","Brazil","Paraná","Paranaguá","Ilha do Mel",-48.5092010498047,-25.5200004577637,24916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM282429","auto"
185,2019-07-11 13:50:45,"MBM","MBM","63688","S","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.","Sehnem, A",NA,NA,NA,NA,"Hatschbach, G","42509",NA,1979,"09","27",NA,NA,"Southern America","Brazil","Paraná","Paranaguá","Rio da Vila",-48.5092010498047,-25.5200004577637,24916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM063688","auto"
186,2019-07-11 13:50:45,"MBM","MBM","155789","S","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.","Sehnem, A",NA,NA,NA,NA,"Bresolin, A","306",NA,1971,"08","11",NA,NA,"Southern America","Brazil","Santa Catarina","Governador Celso Ramos","Vargem do Macário",-48.5592002868652,-27.3146991729736,13751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM155789","auto"
187,2019-07-11 13:50:45,"MBM","MBM","277130","S","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.","Oliveira, GN",NA,NA,NA,NA,"Krieger, L","21254",NA,1986,"07","10",NA,NA,"Southern America","Brazil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca",-43.793098449707,-21.8425006866455,30417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM277130","auto"
188,2019-07-11 13:50:45,"MBM","MBM","37616","S","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.","Sehnem, A",NA,NA,NA,NA,"Dziewa, A","133",NA,1975,"07","05",NA,NA,"Southern America","Brazil","Paraná","Matinhos","Caiobá, Morro do Boi",-48.5428009033203,-25.8174991607666,15275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM037616","auto"
189,2019-07-11 13:50:45,"MBM","MBM","282426","S","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.","Brade, AC",NA,NA,NA,NA,"Hertel, R","746",NA,1944,"06","25",NA,NA,"Southern America","Brazil","Paraná","Paranaguá","Morro de Caiobá",-48.5092010498047,-25.5200004577637,24916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM282426","auto"
190,2019-07-11 13:50:45,"MBM","MBM","282427","S","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.","Brade, AC",NA,NA,NA,NA,"Freitas, O","562",NA,1943,"06","24",NA,NA,"Southern America","Brazil","Paraná","Paranaguá","Morro de Caiobá",-48.5092010498047,-25.5200004577637,24916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM282427","auto"
191,2019-07-11 13:50:45,"MBM","MBM","21372","S","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","serra",NA,"Asplenium serra","Langsd. & Fisch.","Sylvestre, L",NA,NA,NA,NA,"Hatschbach, G","11001",NA,1964,"02","23",NA,NA,"Southern America","Brazil","Paraná","Quatro Barras","Monte Alegre",-49.0769004821777,-25.3656005859375,17116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM021372","auto"
